,file_name_1,category_new
18034,18034,咖啡甜點
18035,18035,台灣小吃/熱炒店
18040,18040,台灣小吃/熱炒店
18042,18042,台灣小吃/熱炒店
18043,18043,台灣小吃/熱炒店
18045,18045,早午餐
18047,18047,台灣小吃/熱炒店
18049,18049,台灣小吃/熱炒店
18052,18052,台灣小吃/熱炒店
18054,18054,台灣小吃/熱炒店
18055,18055,早午餐
18056,18056,台灣小吃/熱炒店
18058,18058,早午餐
18059,18059,台灣小吃/熱炒店
18060,18060,咖啡甜點
18062,18062,咖啡甜點
18064,18064,咖啡甜點
18066,18066,咖啡甜點
18068,18068,台灣小吃/熱炒店
18070,18070,台灣小吃/熱炒店
18073,18073,中式
18077,18077,燒烤店
18078,18078,早午餐
18081,18081,台灣小吃/熱炒店
18082,18082,中式
18083,18083,台灣小吃/熱炒店
18085,18085,咖啡甜點
18087,18087,中式
18088,18088,咖啡甜點
18089,18089,台灣小吃/熱炒店
18090,18090,早午餐
18091,18091,中式
18094,18094,酒吧/餐酒館
18095,18095,台灣小吃/熱炒店
18096,18096,中式
18097,18097,早午餐
18100,18100,台灣小吃/熱炒店
18101,18101,中式
18102,18102,台灣小吃/熱炒店
18103,18103,台灣小吃/熱炒店
18105,18105,台灣小吃/熱炒店
18106,18106,台灣小吃/熱炒店
18108,18108,中式
18109,18109,日式
18111,18111,台灣小吃/熱炒店
18112,18112,早午餐
18114,18114,台灣小吃/熱炒店
18116,18116,咖啡甜點
18117,18117,早午餐
18119,18119,台灣小吃/熱炒店
18120,18120,早午餐
18123,18123,咖啡甜點
18124,18124,咖啡甜點
18125,18125,中式
18126,18126,咖啡甜點
18127,18127,早午餐
18129,18129,咖啡甜點
18132,18132,中式
18133,18133,燒烤店
18134,18134,意式
18136,18136,台灣小吃/熱炒店
18137,18137,咖啡甜點
18138,18138,台灣小吃/熱炒店
18140,18140,台灣小吃/熱炒店
18141,18141,台灣小吃/熱炒店
18142,18142,台灣小吃/熱炒店
18143,18143,咖啡甜點
18148,18148,台灣小吃/熱炒店
18149,18149,台灣小吃/熱炒店
18151,18151,咖啡甜點
18156,18156,咖啡甜點
18158,18158,台灣小吃/熱炒店
18159,18159,早午餐
18160,18160,中式
18161,18161,台灣小吃/熱炒店
18163,18163,台灣小吃/熱炒店
18164,18164,日式
18165,18165,中式
18167,18167,咖啡甜點
18169,18169,咖啡甜點
18170,18170,台灣小吃/熱炒店
18171,18171,咖啡甜點
18173,18173,日式
18175,18175,中式
18179,18179,台灣小吃/熱炒店
18182,18182,咖啡甜點
18183,18183,日式
18185,18185,台灣小吃/熱炒店
18187,18187,台灣小吃/熱炒店
18189,18189,早午餐
18190,18190,日式
18194,18194,早午餐
18195,18195,咖啡甜點
18199,18199,日式
18201,18201,台灣小吃/熱炒店
18202,18202,台灣小吃/熱炒店
18204,18204,早午餐
18205,18205,燒烤店
18206,18206,台灣小吃/熱炒店
18207,18207,台灣小吃/熱炒店
18208,18208,咖啡甜點
18209,18209,早午餐
18210,18210,中式
18213,18213,早午餐
18214,18214,異國料理
18217,18217,咖啡甜點
18218,18218,台灣小吃/熱炒店
18219,18219,台灣小吃/熱炒店
18220,18220,早午餐
18223,18223,台灣小吃/熱炒店
18224,18224,早午餐
18225,18225,咖啡甜點
18227,18227,咖啡甜點
18230,18230,台灣小吃/熱炒店
18232,18232,咖啡甜點
18234,18234,咖啡甜點
18235,18235,中式
18237,18237,咖啡甜點
18238,18238,台灣小吃/熱炒店
18239,18239,早午餐
18240,18240,台灣小吃/熱炒店
18241,18241,台灣小吃/熱炒店
18242,18242,咖啡甜點
18243,18243,日式
18244,18244,酒吧/餐酒館
18248,18248,台灣小吃/熱炒店
18250,18250,咖啡甜點
18251,18251,台灣小吃/熱炒店
18252,18252,異國料理
18253,18253,咖啡甜點
18254,18254,咖啡甜點
18255,18255,台灣小吃/熱炒店
18258,18258,早午餐
18259,18259,咖啡甜點
18260,18260,中式
18262,18262,台灣小吃/熱炒店
18263,18263,咖啡甜點
18265,18265,台灣小吃/熱炒店
18266,18266,台灣小吃/熱炒店
18268,18268,咖啡甜點
18270,18270,台灣小吃/熱炒店
18271,18271,早午餐
18272,18272,台灣小吃/熱炒店
18273,18273,早午餐
18274,18274,早午餐
18275,18275,台灣小吃/熱炒店
18276,18276,中式
18279,18279,中式
18280,18280,台灣小吃/熱炒店
18286,18286,台灣小吃/熱炒店
18287,18287,台灣小吃/熱炒店
18288,18288,台灣小吃/熱炒店
18291,18291,台灣小吃/熱炒店
18292,18292,咖啡甜點
18294,18294,台灣小吃/熱炒店
18296,18296,日式
18297,18297,台灣小吃/熱炒店
18298,18298,早午餐
18299,18299,台灣小吃/熱炒店
18300,18300,台灣小吃/熱炒店
18301,18301,中式
18304,18304,早午餐
18308,18308,中式
18311,18311,台灣小吃/熱炒店
18312,18312,咖啡甜點
18313,18313,素食
18315,18315,早午餐
18318,18318,日式
18322,18322,中式
18323,18323,咖啡甜點
18325,18325,台灣小吃/熱炒店
18327,18327,台灣小吃/熱炒店
18328,18328,火鍋
18329,18329,咖啡甜點
18331,18331,台灣小吃/熱炒店
18332,18332,酒吧/餐酒館
18333,18333,中式
18334,18334,咖啡甜點
18335,18335,台灣小吃/熱炒店
18336,18336,咖啡甜點
18338,18338,台灣小吃/熱炒店
18339,18339,台灣小吃/熱炒店
18341,18341,咖啡甜點
18343,18343,台灣小吃/熱炒店
18345,18345,中式
18346,18346,日式
18347,18347,酒吧/餐酒館
18350,18350,台灣小吃/熱炒店
18353,18353,台灣小吃/熱炒店
18356,18356,早午餐
18357,18357,酒吧/餐酒館
18358,18358,台灣小吃/熱炒店
18362,18362,酒吧/餐酒館
18363,18363,咖啡甜點
18371,18371,早午餐
18372,18372,台灣小吃/熱炒店
18374,18374,台灣小吃/熱炒店
18375,18375,台灣小吃/熱炒店
18376,18376,咖啡甜點
18377,18377,日式
18378,18378,咖啡甜點
18379,18379,台灣小吃/熱炒店
18382,18382,台灣小吃/熱炒店
18384,18384,台灣小吃/熱炒店
18388,18388,咖啡甜點
18390,18390,中式
18392,18392,台灣小吃/熱炒店
18397,18397,南洋
18398,18398,咖啡甜點
18400,18400,咖啡甜點
18402,18402,台灣小吃/熱炒店
18403,18403,台灣小吃/熱炒店
18404,18404,台灣小吃/熱炒店
18406,18406,咖啡甜點
18408,18408,日式
18410,18410,早午餐
18413,18413,早午餐
18416,18416,台灣小吃/熱炒店
18417,18417,咖啡甜點
18418,18418,咖啡甜點
18419,18419,日式
18420,18420,早午餐
18421,18421,台灣小吃/熱炒店
18423,18423,早午餐
18424,18424,中式
18425,18425,日式
18426,18426,咖啡甜點
18428,18428,咖啡甜點
18429,18429,早午餐
18430,18430,火鍋
18432,18432,日式
18434,18434,台灣小吃/熱炒店
18435,18435,火鍋
18436,18436,中式
18437,18437,咖啡甜點
18439,18439,台灣小吃/熱炒店
18440,18440,日式
18442,18442,早午餐
18443,18443,日式
18444,18444,日式
18445,18445,台灣小吃/熱炒店
18447,18447,台灣小吃/熱炒店
18448,18448,中式
18449,18449,日式
18451,18451,日式
18452,18452,日式
18453,18453,日式
18454,18454,日式
18455,18455,日式
18457,18457,日式
18459,18459,咖啡甜點
18460,18460,日式
18463,18463,早午餐
18464,18464,美式
18467,18467,異國料理
18468,18468,咖啡甜點
18469,18469,咖啡甜點
18471,18471,早午餐
18472,18472,咖啡甜點
18475,18475,早午餐
18476,18476,咖啡甜點
18478,18478,素食
18479,18479,台灣小吃/熱炒店
18480,18480,中式
18481,18481,中式
18482,18482,中式
18483,18483,中式
18484,18484,中式
18485,18485,中式
18486,18486,台灣小吃/熱炒店
18487,18487,中式
18488,18488,中式
18489,18489,中式
18490,18490,台灣小吃/熱炒店
18491,18491,中式
18492,18492,早午餐
18493,18493,中式
18494,18494,台灣小吃/熱炒店
18495,18495,咖啡甜點
18497,18497,台灣小吃/熱炒店
18499,18499,咖啡甜點
18500,18500,早午餐
18503,18503,南洋
18504,18504,咖啡甜點
18505,18505,咖啡甜點
18506,18506,咖啡甜點
18507,18507,咖啡甜點
18508,18508,咖啡甜點
18509,18509,咖啡甜點
18510,18510,咖啡甜點
18511,18511,咖啡甜點
18512,18512,咖啡甜點
18513,18513,咖啡甜點
18514,18514,咖啡甜點
18515,18515,咖啡甜點
18516,18516,咖啡甜點
18517,18517,咖啡甜點
18518,18518,咖啡甜點
18520,18520,咖啡甜點
18521,18521,咖啡甜點
18523,18523,咖啡甜點
18525,18525,台灣小吃/熱炒店
18528,18528,早午餐
18529,18529,早午餐
18530,18530,早午餐
18531,18531,早午餐
18532,18532,早午餐
18533,18533,早午餐
18534,18534,早午餐
18535,18535,早午餐
18536,18536,早午餐
18538,18538,早午餐
18539,18539,早午餐
18540,18540,早午餐
18541,18541,咖啡甜點
18542,18542,咖啡甜點
18543,18543,咖啡甜點
18544,18544,咖啡甜點
18545,18545,咖啡甜點
18546,18546,咖啡甜點
18549,18549,台灣小吃/熱炒店
18550,18550,台灣小吃/熱炒店
18552,18552,火鍋
18553,18553,火鍋
18554,18554,火鍋
18556,18556,火鍋
18557,18557,台灣小吃/熱炒店
18559,18559,中式
18560,18560,日式
18561,18561,素食
18562,18562,日式
18563,18563,早午餐
18564,18564,早午餐
18571,18571,中式
18572,18572,台灣小吃/熱炒店
18576,18576,早午餐
18578,18578,早午餐
18579,18579,日式
18581,18581,早午餐
18583,18583,台灣小吃/熱炒店
18585,18585,台灣小吃/熱炒店
18586,18586,咖啡甜點
18588,18588,咖啡甜點
18589,18589,咖啡甜點
18590,18590,咖啡甜點
18591,18591,咖啡甜點
18592,18592,咖啡甜點
18593,18593,咖啡甜點
18594,18594,咖啡甜點
18595,18595,咖啡甜點
18596,18596,咖啡甜點
18597,18597,咖啡甜點
18598,18598,咖啡甜點
18599,18599,咖啡甜點
18600,18600,咖啡甜點
18601,18601,咖啡甜點
18602,18602,咖啡甜點
18603,18603,咖啡甜點
18604,18604,台灣小吃/熱炒店
18606,18606,早午餐
18607,18607,咖啡甜點
18608,18608,咖啡甜點
18609,18609,咖啡甜點
18610,18610,咖啡甜點
18612,18612,咖啡甜點
18614,18614,咖啡甜點
18615,18615,美式
18617,18617,台灣小吃/熱炒店
18619,18619,台灣小吃/熱炒店
18620,18620,台灣小吃/熱炒店
18621,18621,咖啡甜點
18622,18622,中式
18623,18623,台灣小吃/熱炒店
18624,18624,日式
18625,18625,日式
18626,18626,咖啡甜點
18627,18627,日式
18630,18630,咖啡甜點
18631,18631,咖啡甜點
18632,18632,咖啡甜點
18638,18638,中式
18640,18640,中式
18641,18641,台灣小吃/熱炒店
18643,18643,咖啡甜點
18644,18644,台灣小吃/熱炒店
18645,18645,酒吧/餐酒館
18648,18648,中式
18649,18649,中式
18651,18651,南洋
18652,18652,日式
18653,18653,酒吧/餐酒館
18654,18654,酒吧/餐酒館
18656,18656,咖啡甜點
18657,18657,咖啡甜點
18659,18659,咖啡甜點
18661,18661,早午餐
18663,18663,早午餐
18664,18664,早午餐
18665,18665,咖啡甜點
18668,18668,燒烤店
18670,18670,火鍋
18672,18672,日式
18673,18673,中式
18676,18676,咖啡甜點
18677,18677,咖啡甜點
18679,18679,咖啡甜點
18680,18680,中式
18686,18686,早午餐
18687,18687,中式
18688,18688,中式
18689,18689,台灣小吃/熱炒店
18690,18690,中式
18691,18691,中式
18692,18692,中式
18693,18693,台灣小吃/熱炒店
18696,18696,台灣小吃/熱炒店
18698,18698,素食
18700,18700,咖啡甜點
18701,18701,咖啡甜點
18702,18702,早午餐
18703,18703,咖啡甜點
18706,18706,早午餐
18707,18707,早午餐
18708,18708,早午餐
18709,18709,台灣小吃/熱炒店
18711,18711,日式
18714,18714,酒吧/餐酒館
18716,18716,咖啡甜點
18717,18717,咖啡甜點
18718,18718,咖啡甜點
18719,18719,早午餐
18720,18720,咖啡甜點
18722,18722,日式
18723,18723,中式
18724,18724,意式
18728,18728,咖啡甜點
18729,18729,咖啡甜點
18730,18730,中式
18732,18732,咖啡甜點
18734,18734,早午餐
18735,18735,台灣小吃/熱炒店
18737,18737,台灣小吃/熱炒店
18738,18738,咖啡甜點
18740,18740,台灣小吃/熱炒店
18741,18741,台灣小吃/熱炒店
18742,18742,咖啡甜點
18743,18743,咖啡甜點
18745,18745,咖啡甜點
18746,18746,咖啡甜點
18747,18747,咖啡甜點
18748,18748,咖啡甜點
18749,18749,咖啡甜點
18750,18750,咖啡甜點
18751,18751,早午餐
18753,18753,早午餐
18754,18754,早午餐
18756,18756,早午餐
18757,18757,早午餐
18758,18758,咖啡甜點
18762,18762,咖啡甜點
18763,18763,咖啡甜點
18765,18765,中式
18766,18766,中式
18767,18767,台灣小吃/熱炒店
18769,18769,台灣小吃/熱炒店
18774,18774,中式
18776,18776,中式
18778,18778,台灣小吃/熱炒店
18779,18779,台灣小吃/熱炒店
18783,18783,燒烤店
18786,18786,台灣小吃/熱炒店
18787,18787,台灣小吃/熱炒店
18788,18788,南洋
18789,18789,南洋
18790,18790,咖啡甜點
18794,18794,早午餐
18795,18795,早午餐
18798,18798,台灣小吃/熱炒店
18800,18800,酒吧/餐酒館
18801,18801,咖啡甜點
18802,18802,早午餐
18803,18803,早午餐
18804,18804,早午餐
18805,18805,咖啡甜點
18806,18806,日式
18807,18807,台灣小吃/熱炒店
18810,18810,酒吧/餐酒館
18811,18811,早午餐
18815,18815,中式
18816,18816,咖啡甜點
18817,18817,咖啡甜點
18818,18818,咖啡甜點
18819,18819,咖啡甜點
18820,18820,咖啡甜點
18821,18821,咖啡甜點
18822,18822,台灣小吃/熱炒店
18823,18823,中式
18824,18824,台灣小吃/熱炒店
18825,18825,早午餐
18826,18826,早午餐
18827,18827,早午餐
18828,18828,早午餐
18829,18829,咖啡甜點
18830,18830,火鍋
18832,18832,台灣小吃/熱炒店
18833,18833,中式
18834,18834,台灣小吃/熱炒店
18835,18835,日式
18838,18838,台灣小吃/熱炒店
18841,18841,台灣小吃/熱炒店
18842,18842,日式
18846,18846,早午餐
18848,18848,咖啡甜點
18849,18849,意式
18850,18850,咖啡甜點
18853,18853,中式
18855,18855,中式
18856,18856,台灣小吃/熱炒店
18857,18857,台灣小吃/熱炒店
18861,18861,台灣小吃/熱炒店
18863,18863,中式
18865,18865,中式
18866,18866,酒吧/餐酒館
18867,18867,咖啡甜點
18868,18868,咖啡甜點
18869,18869,咖啡甜點
18870,18870,咖啡甜點
18871,18871,咖啡甜點
18872,18872,咖啡甜點
18873,18873,咖啡甜點
18875,18875,咖啡甜點
18876,18876,咖啡甜點
18877,18877,咖啡甜點
18879,18879,咖啡甜點
18880,18880,台灣小吃/熱炒店
18882,18882,咖啡甜點
18883,18883,早午餐
18884,18884,早午餐
18885,18885,咖啡甜點
18887,18887,咖啡甜點
18890,18890,咖啡甜點
18892,18892,咖啡甜點
18893,18893,咖啡甜點
18895,18895,台灣小吃/熱炒店
18899,18899,日式
18901,18901,日式
18904,18904,中式
18905,18905,日式
18906,18906,日式
18907,18907,早午餐
18909,18909,日式
18910,18910,咖啡甜點
18911,18911,日式
18915,18915,咖啡甜點
18924,18924,台灣小吃/熱炒店
18926,18926,日式
18935,18935,咖啡甜點
18936,18936,中式
18938,18938,台灣小吃/熱炒店
18939,18939,早午餐
18940,18940,咖啡甜點
18941,18941,咖啡甜點
18942,18942,酒吧/餐酒館
18943,18943,酒吧/餐酒館
18944,18944,酒吧
18946,18946,酒吧/餐酒館
18948,18948,咖啡甜點
18950,18950,咖啡甜點
18951,18951,咖啡甜點
18952,18952,咖啡甜點
18953,18953,咖啡甜點
18954,18954,咖啡甜點
18955,18955,咖啡甜點
18956,18956,咖啡甜點
18959,18959,咖啡甜點
18961,18961,異國料理
18971,18971,中式
18974,18974,美式
18975,18975,早午餐
18976,18976,早午餐
18977,18977,早午餐
18978,18978,咖啡甜點
18979,18979,早午餐
18980,18980,早午餐
18982,18982,早午餐
18983,18983,早午餐
18984,18984,早午餐
18985,18985,咖啡甜點
18986,18986,早午餐
18987,18987,日式
18989,18989,咖啡甜點
18991,18991,咖啡甜點
18992,18992,咖啡甜點
18997,18997,日式
18998,18998,日式
18999,18999,台灣小吃/熱炒店
19000,19000,中式
19002,19002,早午餐
19005,19005,台灣小吃/熱炒店
19006,19006,咖啡甜點
19008,19008,咖啡甜點
19010,19010,台灣小吃/熱炒店
19011,19011,早午餐
19012,19012,咖啡甜點
19014,19014,日式
19015,19015,台灣小吃/熱炒店
19016,19016,咖啡甜點
19017,19017,火鍋
19018,19018,台灣小吃/熱炒店
19020,19020,台灣小吃/熱炒店
19023,19023,中式
19025,19025,意式
19026,19026,台灣小吃/熱炒店
19027,19027,中式
19028,19028,台灣小吃/熱炒店
19029,19029,台灣小吃/熱炒店
19031,19031,台灣小吃/熱炒店
19034,19034,台灣小吃/熱炒店
19035,19035,台灣小吃/熱炒店
19037,19037,早午餐
19039,19039,意式
19040,19040,中式
19042,19042,中式
19043,19043,中式
19047,19047,台灣小吃/熱炒店
19048,19048,台灣小吃/熱炒店
19050,19050,台灣小吃/熱炒店
19051,19051,台灣小吃/熱炒店
19052,19052,異國料理
19053,19053,台灣小吃/熱炒店
19055,19055,素食
19057,19057,中式
19058,19058,中式
19059,19059,酒吧/餐酒館
19060,19060,台灣小吃/熱炒店
19061,19061,酒吧/餐酒館
19064,19064,中式
19065,19065,台灣小吃/熱炒店
19067,19067,酒吧/餐酒館
19072,19072,燒烤店
19074,19074,日式
19075,19075,早午餐
19076,19076,中式
19077,19077,中式
19078,19078,早午餐
19080,19080,台灣小吃/熱炒店
19082,19082,台灣小吃/熱炒店
19084,19084,燒烤店
19087,19087,台灣小吃/熱炒店
19089,19089,台灣小吃/熱炒店
19090,19090,台灣小吃/熱炒店
19091,19091,台灣小吃/熱炒店
19092,19092,中式
19093,19093,日式
19095,19095,台灣小吃/熱炒店
19097,19097,早午餐
19098,19098,早午餐
19099,19099,早午餐
19100,19100,咖啡甜點
19101,19101,燒烤店
19102,19102,台灣小吃/熱炒店
19103,19103,中式
19104,19104,台灣小吃/熱炒店
19105,19105,中式
19108,19108,咖啡甜點
19110,19110,中式
19112,19112,中式
19113,19113,台灣小吃/熱炒店
19114,19114,中式
19115,19115,中式
19116,19116,中式
19118,19118,早午餐
19119,19119,台灣小吃/熱炒店
19120,19120,韓式
19121,19121,素食
19124,19124,咖啡甜點
19126,19126,早午餐
19127,19127,日式
19130,19130,台灣小吃/熱炒店
19131,19131,台灣小吃/熱炒店
19132,19132,早午餐
19133,19133,台灣小吃/熱炒店
19134,19134,台灣小吃/熱炒店
19136,19136,台灣小吃/熱炒店
19138,19138,台灣小吃/熱炒店
19140,19140,早午餐
19143,19143,台灣小吃/熱炒店
19147,19147,早午餐
19149,19149,中式
19150,19150,酒吧/餐酒館
19152,19152,咖啡甜點
19154,19154,中式
19155,19155,台灣小吃/熱炒店
19157,19157,酒吧/餐酒館
19158,19158,中式
19159,19159,酒吧/餐酒館
19160,19160,咖啡甜點
19161,19161,咖啡甜點
19162,19162,中式
19163,19163,酒吧/餐酒館
19164,19164,台灣小吃/熱炒店
19165,19165,台灣小吃/熱炒店
19170,19170,早午餐
19172,19172,台灣小吃/熱炒店
19178,19178,南洋
19180,19180,咖啡甜點
19182,19182,台灣小吃/熱炒店
19183,19183,台灣小吃/熱炒店
19185,19185,咖啡甜點
19186,19186,酒吧/餐酒館
19187,19187,咖啡甜點
19191,19191,台灣小吃/熱炒店
19192,19192,早午餐
19193,19193,咖啡甜點
19195,19195,台灣小吃/熱炒店
19196,19196,台灣小吃/熱炒店
19197,19197,港式
19198,19198,酒吧/餐酒館
19199,19199,酒吧/餐酒館
19200,19200,咖啡甜點
19201,19201,咖啡甜點
19202,19202,咖啡甜點
19203,19203,咖啡甜點
19204,19204,咖啡甜點
19206,19206,咖啡甜點
19207,19207,咖啡甜點
19208,19208,日式
19210,19210,咖啡甜點
19212,19212,早午餐
19213,19213,日式
19214,19214,早午餐
19215,19215,異國料理
19218,19218,咖啡甜點
19219,19219,酒吧/餐酒館
19220,19220,酒吧/餐酒館
19221,19221,咖啡甜點
19223,19223,咖啡甜點
19228,19228,酒吧/餐酒館
19229,19229,日式
19230,19230,台灣小吃/熱炒店
19233,19233,台灣小吃/熱炒店
19235,19235,台灣小吃/熱炒店
19236,19236,意式
19238,19238,台灣小吃/熱炒店
19239,19239,早午餐
19240,19240,中式
19242,19242,台灣小吃/熱炒店
19243,19243,早午餐
19244,19244,早午餐
19245,19245,酒吧/餐酒館
19247,19247,酒吧/餐酒館
19248,19248,咖啡甜點
19249,19249,咖啡甜點
19250,19250,咖啡甜點
19251,19251,咖啡甜點
19252,19252,咖啡甜點
19254,19254,咖啡甜點
19255,19255,早午餐
19257,19257,中式
19259,19259,台灣小吃/熱炒店
19261,19261,早午餐
19262,19262,台灣小吃/熱炒店
19263,19263,台灣小吃/熱炒店
19264,19264,台灣小吃/熱炒店
19266,19266,早午餐
19269,19269,日式
19271,19271,台灣小吃/熱炒店
19276,19276,中式
19277,19277,中式
19279,19279,酒吧/餐酒館
19280,19280,台灣小吃/熱炒店
19285,19285,咖啡甜點
19286,19286,咖啡甜點
19287,19287,咖啡甜點
19288,19288,咖啡甜點
19290,19290,早午餐
19293,19293,台灣小吃/熱炒店
19297,19297,台灣小吃/熱炒店
19298,19298,酒吧/餐酒館
19299,19299,酒吧/餐酒館
19300,19300,酒吧
19302,19302,咖啡甜點
19306,19306,異國料理
19307,19307,台灣小吃/熱炒店
19309,19309,早午餐
19310,19310,台灣小吃/熱炒店
19311,19311,中式
19314,19314,台灣小吃/熱炒店
19315,19315,台灣小吃/熱炒店
19317,19317,台灣小吃/熱炒店
19319,19319,台灣小吃/熱炒店
19320,19320,台灣小吃/熱炒店
19321,19321,台灣小吃/熱炒店
19323,19323,早午餐
19324,19324,中式
19325,19325,台灣小吃/熱炒店
19326,19326,中式
19327,19327,台灣小吃/熱炒店
19330,19330,台灣小吃/熱炒店
19331,19331,台灣小吃/熱炒店
19334,19334,中式
19335,19335,早午餐
19337,19337,酒吧/餐酒館
19338,19338,酒吧/餐酒館
19339,19339,中式
19340,19340,咖啡甜點
19342,19342,早午餐
19344,19344,咖啡甜點
19345,19345,早午餐
19346,19346,酒吧/餐酒館
19348,19348,咖啡甜點
19349,19349,咖啡甜點
19352,19352,台灣小吃/熱炒店
19353,19353,台灣小吃/熱炒店
19356,19356,中式
19357,19357,中式
19360,19360,台灣小吃/熱炒店
19361,19361,台灣小吃/熱炒店
19362,19362,台灣小吃/熱炒店
19364,19364,台灣小吃/熱炒店
19365,19365,早午餐
19368,19368,早午餐
19369,19369,日式
19370,19370,台灣小吃/熱炒店
19372,19372,咖啡甜點
19373,19373,酒吧/餐酒館
19374,19374,台灣小吃/熱炒店
19375,19375,中式
19376,19376,早午餐
19377,19377,早午餐
19378,19378,中式
19379,19379,中式
19381,19381,中式
19382,19382,台灣小吃/熱炒店
19383,19383,中式
19384,19384,台灣小吃/熱炒店
19386,19386,中式
19389,19389,台灣小吃/熱炒店
19390,19390,台灣小吃/熱炒店
19392,19392,台灣小吃/熱炒店
19396,19396,素食
19397,19397,素食
19399,19399,咖啡甜點
19401,19401,燒烤店
19402,19402,台灣小吃/熱炒店
19407,19407,咖啡甜點
19412,19412,咖啡甜點
19414,19414,台灣小吃/熱炒店
19418,19418,燒烤店
19419,19419,台灣小吃/熱炒店
19420,19420,火鍋
19421,19421,火鍋
19422,19422,火鍋
19425,19425,台灣小吃/熱炒店
19427,19427,咖啡甜點
19428,19428,台灣小吃/熱炒店
19429,19429,咖啡甜點
19430,19430,台灣小吃/熱炒店
19431,19431,日式
19432,19432,台灣小吃/熱炒店
19434,19434,台灣小吃/熱炒店
19435,19435,台灣小吃/熱炒店
19436,19436,咖啡甜點
19439,19439,台灣小吃/熱炒店
19441,19441,台灣小吃/熱炒店
19444,19444,早午餐
19446,19446,台灣小吃/熱炒店
19447,19447,咖啡甜點
19448,19448,咖啡甜點
19450,19450,日式
19452,19452,火鍋
19453,19453,日式
19454,19454,日式
19455,19455,美式
19457,19457,台灣小吃/熱炒店
19458,19458,台灣小吃/熱炒店
19459,19459,中式
19461,19461,台灣小吃/熱炒店
19462,19462,咖啡甜點
19463,19463,咖啡甜點
19465,19465,咖啡甜點
19466,19466,台灣小吃/熱炒店
19468,19468,早午餐
19469,19469,咖啡甜點
19470,19470,咖啡甜點
19471,19471,咖啡甜點
19474,19474,台灣小吃/熱炒店
19475,19475,中式
19476,19476,台灣小吃/熱炒店
19477,19477,咖啡甜點
19479,19479,早午餐
19480,19480,台灣小吃/熱炒店
19481,19481,日式
19483,19483,中式
19484,19484,中式
19485,19485,咖啡甜點
19486,19486,中式
19487,19487,中式
19488,19488,中式
19495,19495,早午餐
19502,19502,台灣小吃/熱炒店
19510,19510,台灣小吃/熱炒店
19512,19512,台灣小吃/熱炒店
19514,19514,咖啡甜點
19515,19515,咖啡甜點
19516,19516,咖啡甜點
19517,19517,咖啡甜點
19518,19518,咖啡甜點
19519,19519,咖啡甜點
19523,19523,咖啡甜點
19524,19524,台灣小吃/熱炒店
19525,19525,早午餐
19526,19526,咖啡甜點
19527,19527,台灣小吃/熱炒店
19528,19528,酒吧/餐酒館
19529,19529,日式
19530,19530,日式
19531,19531,咖啡甜點
19533,19533,台灣小吃/熱炒店
19535,19535,咖啡甜點
19537,19537,台灣小吃/熱炒店
19538,19538,早午餐
19539,19539,咖啡甜點
19540,19540,早午餐
19542,19542,咖啡甜點
19543,19543,咖啡甜點
19544,19544,咖啡甜點
19545,19545,台灣小吃/熱炒店
19548,19548,咖啡甜點
19549,19549,台灣小吃/熱炒店
19550,19550,日式
19553,19553,中式
19554,19554,台灣小吃/熱炒店
19555,19555,台灣小吃/熱炒店
19556,19556,中式
19558,19558,台灣小吃/熱炒店
19561,19561,咖啡甜點
19564,19564,早午餐
19566,19566,日式
19567,19567,中式
19568,19568,台灣小吃/熱炒店
19569,19569,台灣小吃/熱炒店
19571,19571,咖啡甜點
19576,19576,台灣小吃/熱炒店
19577,19577,早午餐
19580,19580,酒吧/餐酒館
19581,19581,早午餐
19584,19584,咖啡甜點
19585,19585,台灣小吃/熱炒店
19589,19589,台灣小吃/熱炒店
19592,19592,咖啡甜點
19595,19595,火鍋
19597,19597,火鍋
19598,19598,日式
19599,19599,日式
19601,19601,台灣小吃/熱炒店
19603,19603,中式
19604,19604,中式
19605,19605,中式
19606,19606,中式
19607,19607,台灣小吃/熱炒店
19609,19609,中式
19610,19610,中式
19611,19611,台灣小吃/熱炒店
19613,19613,台灣小吃/熱炒店
19615,19615,日式
19616,19616,日式
19617,19617,咖啡甜點
19618,19618,咖啡甜點
19619,19619,台灣小吃/熱炒店
19620,19620,咖啡甜點
19622,19622,咖啡甜點
19623,19623,咖啡甜點
19624,19624,咖啡甜點
19627,19627,台灣小吃/熱炒店
19628,19628,台灣小吃/熱炒店
19630,19630,日式
19631,19631,日式
19633,19633,咖啡甜點
19634,19634,台灣小吃/熱炒店
19636,19636,中式
19638,19638,早午餐
19639,19639,台灣小吃/熱炒店
19640,19640,酒吧/餐酒館
19641,19641,咖啡甜點
19642,19642,台灣小吃/熱炒店
19644,19644,台灣小吃/熱炒店
19648,19648,火鍋
19651,19651,日式
19655,19655,早午餐
19656,19656,早午餐
19657,19657,早午餐
19659,19659,台灣小吃/熱炒店
19661,19661,咖啡甜點
19662,19662,中式
19666,19666,台灣小吃/熱炒店
19669,19669,中式
19671,19671,素食
19672,19672,台灣小吃/熱炒店
19673,19673,台灣小吃/熱炒店
19675,19675,台灣小吃/熱炒店
19676,19676,中式
19677,19677,台灣小吃/熱炒店
19680,19680,酒吧/餐酒館
19682,19682,咖啡甜點
19683,19683,咖啡甜點
19684,19684,咖啡甜點
19685,19685,咖啡甜點
19689,19689,早午餐
