,google_url,place_name,total_rating,place_category,total_reviews,cost,address,district,eat_in,to_go_1,to_go_2,delivery,opening_hours,website,phone,close,place_acquisition_date,file_name_1,file_name_2
18130,https://www.google.com.tw/maps/place/%E5%84%84%E9%A6%99%E9%AD%AF%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a9aee009efdd:0x8ccb0ea57b6f1b21!8m2!3d25.0349881!4d121.4998885!16s%2Fg%2F11g_c355l!19sChIJ3e8J4K6pQjQRIRtve6UOy4w?authuser=0&hl=zh-TW&rclk=1,億香魯肉飯,4.2,食堂與定食餐廳,60.0,$, 108台北市萬華區和平西路三段120號之9,Plus Code: 2FMX+XX 萬華區 台北市,1,1,0,1,星期二、11:00 到 19:30; 星期三、11:00 到 19:30; 星期四、11:00 到 19:30; 星期五、11:00 到 19:30; 星期六、11:00 到 19:30; 星期日、休息; 星期一、11:00 到 19:30. 隱藏本週營業時間,https://www.facebook.com/YiXiangLuRouFan/, 02 2302 0071,,2022-11-22,18130,18130_億香魯肉
18152,https://www.google.com.tw/maps/place/%E5%90%83%E5%9C%9F%E5%8F%B8TOAST/data=!4m7!3m6!1s0x3442afeb3dd04b99:0x68c2000a29be095d!8m2!3d25.0898692!4d121.5232128!16s%2Fg%2F11p790l10n!19sChIJmUvQPeuvQjQRXQm-KQoAwmg?authuser=0&hl=zh-TW&rclk=1,吃土司TOAST,4.9,吐司餐廳,14.0,, 111台北市士林區大南路132號,Plus Code: 3GQF+W7 士林區 台北市,1,1,0,1,星期二、16:30 到 01:00; 星期三、16:30 到 01:00; 星期四、16:30 到 01:00; 星期五、16:30 到 01:00; 星期六、16:30 到 01:00; 星期日、16:30 到 01:00; 星期一、16:30 到 01:00. 隱藏本週營業時間,, 0931 038 909,,2022-11-22,18152,18152_吃土司T
18257,https://www.google.com.tw/maps/place/Flux+by+Fancia+(Pet-Friendly)/data=!4m7!3m6!1s0x3442a9a770a9e545:0xb706c48d89349c42!8m2!3d25.0395127!4d121.506083!16s%2Fg%2F11f12_mbhh!19sChIJReWpcKepQjQRQpw0iY3EBrc?authuser=0&hl=zh-TW&rclk=1,Flux by Fancia (Pet-Friendly),4.1,小餐館 (Bistro),342.0,$$, 10850台北市萬華區貴陽街二段7號1樓,Plus Code: 2GQ4+RC 萬華區 台北市,1,1,0,0,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 19:00; 星期一、11:00 到 20:00. 隱藏本週營業時間,https://www.facebook.com/FluxbyFancia/, 02 2311 0008,,2022-11-22,18257,18257_Flux
18269,https://www.google.com.tw/maps/place/%E6%96%87%E6%98%8C%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442aebc376621c5:0x98c11911ffcf1e5a!8m2!3d25.0969429!4d121.521064!16s%2Fg%2F1vhkh79r!19sChIJxSFmN7yuQjQRWh7P_xEZwZg?authuser=0&hl=zh-TW&rclk=1,文昌雞肉飯,3.3,食堂與定食餐廳,209.0,$, 111台北市士林區文昌路112號,Plus Code: 3GWC+QC 士林區 台北市,1,1,0,1,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,https://kanpai.pixnet.net/blog/post/14266305, 02 2837 6867,,2022-11-22,18269,18269_文昌雞肉
18326,https://www.google.com.tw/maps/place/%E4%B8%89%E7%A6%8F%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442aebc86014633:0xfa283ec6e735ca49!8m2!3d25.0952795!4d121.5236345!16s%2Fg%2F1tc_nq9s!19sChIJM0YBhryuQjQRSco158Y-KPo?authuser=0&hl=zh-TW&rclk=1,三福排骨,3.9,食堂與定食餐廳,573.0,$, 111台北市士林區華榮街6號,Plus Code: 3GWF+4F 士林區 台北市,1,1,0,1,星期二、11:00 到 14:30、17:00 到 20:00; 星期三、11:00 到 14:30、17:00 到 20:00; 星期四、11:00 到 14:30、17:00 到 20:00; 星期五、11:00 到 14:30、17:00 到 20:00; 星期六、11:00 到 14:30、17:00 到 20:00; 星期日、11:00 到 14:30; 星期一、休息. 隱藏本週營業時間,https://www.facebook.com/%E4%B8%89%E7%A6%8F%E6%8E%92%E9%AA%A8-136430118613215/, 02 2836 1619,,2022-11-22,18326,18326_三福排骨
18409,https://www.google.com.tw/maps/place/%E5%92%96%E5%96%B1%E8%83%96%E8%83%96/data=!4m7!3m6!1s0x3442ad41b8e45bc3:0x7879ee7b1501915c!8m2!3d25.083089!4d121.547909!16s%2Fg%2F11j25z245v!19sChIJw1vkuEGtQjQRXJEBFXvueXg?authuser=0&hl=zh-TW&rclk=1,咖喱胖胖,4.6,小餐館 (Bistro),131.0,, 104台北市中山區北安路621巷21號,Plus Code: 3GMX+65 中山區 台北市,1,1,0,1,星期二、11:30 到 14:00、17:00 到 20:30; 星期三、11:30 到 14:00、17:00 到 20:30; 星期四、11:30 到 14:00、17:00 到 20:30; 星期五、11:30 到 14:00、17:00 到 20:30; 星期六、休息; 星期日、休息; 星期一、11:30 到 14:00、17:00 到 20:30. 隱藏本週營業時間,https://www.facebook.com/Curryfatat/, 0900 632 227,,2022-11-22,18409,18409_咖喱胖胖
18441,https://www.google.com.tw/maps/place/%E6%98%A5%E6%97%A5%EF%BC%8E%E9%A3%9F%E5%A0%82-%E6%97%A5%E5%BC%8F%E7%BE%8E%E9%A3%9F%E6%96%99%E7%90%86%E9%A4%90%E5%BB%B3+%E4%B8%BC%E9%A3%AF%E4%B8%B2%E7%87%92%E7%82%B8%E7%89%A9+%E6%B0%91%E7%94%9F%E7%A4%BE%E5%8D%80(%E5%B9%B3%E5%83%B9%E4%BA%BA%E6%B0%A3%E5%BF%85%E5%90%83)/data=!4m7!3m6!1s0x3442abe4634fe4bf:0x696c30590941a7cf!8m2!3d25.05759!4d121.551711!16s%2Fg%2F11s3q_989d!19sChIJv-RPY-SrQjQRz6dBCVkwbGk?authuser=0&hl=zh-TW&rclk=1,春日．食堂-日式美食料理餐廳 丼飯串燒炸物 民生社區(平價人氣必吃),4.6,食堂與定食餐廳,160.0,, 105台北市松山區民生東路四段56巷1弄1號,Plus Code: 3H52+2M 松山區 台北市,1,1,0,1,星期二、11:30 到 14:30、17:00 到 21:00; 星期三、11:30 到 14:30、17:00 到 21:00; 星期四、11:30 到 14:30、17:00 到 21:00; 星期五、11:30 到 14:30、17:00 到 21:30; 星期六、11:30 到 14:30、17:00 到 21:30; 星期日、休息; 星期一、11:30 到 14:30、17:00 到 21:00. 隱藏本週營業時間,, 02 2716 8175,,2022-11-22,18441,18441_春日．食
18573,https://www.google.com.tw/maps/place/%E9%87%91%E4%BB%99%E9%AD%9A%E4%B8%B8%E8%9D%A6%E5%8D%B7%E9%A3%AF/data=!4m7!3m6!1s0x3442abfd1eb24121:0xe4ded0f87452a974!8m2!3d25.065652!4d121.539514!16s%2Fg%2F1tlml0ck!19sChIJIUGyHv2rQjQRdKlSdPjQ3uQ?authuser=0&hl=zh-TW&rclk=1,金仙魚丸蝦卷飯,4.1,食堂與定食餐廳,1088.0,$, 10491台北市中山區龍江路342巷25號,Plus Code: 3G8Q+7R 中山區 台北市,1,1,0,0,星期二、休息; 星期三、08:00 到 20:30; 星期四、08:00 到 20:30; 星期五、08:00 到 20:30; 星期六、08:00 到 20:30; 星期日、08:00 到 20:30; 星期一、08:00 到 20:30. 隱藏本週營業時間,https://casual-japanese-style-restaurant-651.business.site/, 02 2502 8422,,2022-11-22,18573,18573_金仙魚丸
18582,https://www.google.com.tw/maps/place/%E5%A6%82%E6%84%8F%E5%9D%8A%E6%96%87%E8%97%9D%E8%8C%B6%E9%A4%A8%EF%BC%88%E5%8E%9F%E5%90%89%E7%A5%A5%E8%8D%89%E8%8C%B6%E9%A4%A8%EF%BC%89/data=!4m7!3m6!1s0x3442abee15995db9:0x8b9099da5ef971ac!8m2!3d25.0596722!4d121.5528456!16s%2Fg%2F1tdd7jtb!19sChIJuV2ZFe6rQjQRrHH5XtqZkIs?authuser=0&hl=zh-TW&rclk=1,如意坊文藝茶館（原吉祥草茶館）,4.3,小餐館 (Bistro),234.0,$$, 105台北市松山區富錦街114號,Plus Code: 3H53+V4 松山區 台北市,1,1,0,1,星期二、11:00 到 23:00; 星期三、11:00 到 23:00; 星期四、11:00 到 23:00; 星期五、11:00 到 23:00; 星期六、11:00 到 23:00; 星期日、11:00 到 23:00; 星期一、11:00 到 23:00. 隱藏本週營業時間,https://www.facebook.com/%E5%A6%82%E6%84%8F%E5%9D%8A%E6%96%87%E8%97%9D%E8%8C%B6%E9%A4%A8-Ruyi-Fang-Art-Culture-Teahouse-101675029205271/, 02 2718 7035,,2022-11-22,18582,18582_如意坊文
18837,https://www.google.com.tw/maps/place/%E5%90%88%E8%88%88%E6%BB%B7%E9%A6%99%E9%BA%BB%E8%BE%A3/data=!4m7!3m6!1s0x3442abf588e7b2c3:0x1579003d446a1f!8m2!3d25.0498171!4d121.5447709!16s%2Fg%2F11pkcmpfs3!19sChIJw7LniPWrQjQRH2pEPQB5FQA?authuser=0&hl=zh-TW&rclk=1,合興滷香麻辣,4.6,小餐館 (Bistro),15.0,, 105台北市松山區南京東路三段256巷28弄1號,Plus Code: 2GXV+WW 松山區 台北市,1,1,0,1,星期二、11:00 到 14:00、17:00 到 19:30; 星期三、11:00 到 14:00、17:00 到 19:30; 星期四、11:00 到 14:00、17:00 到 19:30; 星期五、11:00 到 14:00、17:00 到 19:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 14:00、17:00 到 19:30. 隱藏本週營業時間,, 0977 384 695,,2022-11-22,18837,18837_合興滷香
18874,https://www.google.com.tw/maps/place/%E5%A5%BD%E4%B8%98+GOOD+CHO's+%E5%BE%AE%E9%A2%A8%E5%8D%97%E4%BA%AC%E5%BA%97/data=!4m7!3m6!1s0x3442ab2d1f28d0cf:0x48faec6fd7d4da68!8m2!3d25.0519784!4d121.5482644!16s%2Fg%2F11fghg9vbx!19sChIJz9AoHy2rQjQRaNrU12_s-kg?authuser=0&hl=zh-TW&rclk=1,好丘 GOOD CHO's 微風南京店,4.0,麵包圈店,44.0,, 105台北市松山區南京東路三段337號,Plus Code: 3G2X+Q8 松山區 台北市,1,0,0,1,星期二、11:00 到 21:30; 星期三、11:00 到 21:30; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 21:30; 星期一、11:00 到 21:30. 隱藏本週營業時間,https://lihi2.cc/wQDuS, 0908 992 609,,2022-11-22,18874,18874_好丘 G
18929,https://www.google.com.tw/maps/place/%E8%B6%A3%E8%B2%B7%E9%A3%AF%E5%81%A5%E5%BA%B7%E9%A4%90%E7%9B%92/data=!4m7!3m6!1s0x3442ab5a2820df21:0xe88e6e108779214e!8m2!3d25.0503321!4d121.5603558!16s%2Fg%2F11p0w2tk84!19sChIJId8gKFqrQjQRTiF5hxBujug?authuser=0&hl=zh-TW&rclk=1,趣買飯健康餐盒,4.6,小餐館 (Bistro),35.0,," 號1樓, No. 7南京東路五段66巷12弄松山區台北市105",Plus Code: 3H26+44 松山區 台北市,1,1,0,1,星期二、09:00 到 13:30、16:00 到 17:30; 星期三、09:00 到 13:30、16:00 到 17:30; 星期四、09:00 到 13:30、16:00 到 17:30; 星期五、09:00 到 13:30、16:00 到 17:30; 星期六、休息; 星期日、休息; 星期一、09:00 到 13:30、16:00 到 17:30. 隱藏本週營業時間,https://lin.ee/TTaKg9D, 02 2756 5217,,2022-11-22,18929,18929_趣買飯健
18973,https://www.google.com.tw/maps/place/%E5%96%AC%E5%93%81%E7%A6%8F%E5%B7%9E%E4%B9%BE%E6%8B%8C%E9%BA%B5(%E5%8D%97%E4%BA%AC%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442ab896a0a7d6f:0x1f0ee980e4c81c3a!8m2!3d25.0515969!4d121.565438!16s%2Fg%2F11h77lywm7!19sChIJb30KaomrQjQROhzI5IDpDh8?authuser=0&hl=zh-TW&rclk=1,喬品福州乾拌麵(南京店）,4.1,小餐館 (Bistro),269.0,$, 105台北市松山區南京東路五段263號,Plus Code: 3H28+J5 松山區 台北市,1,1,0,0,星期二、10:00 到 20:30; 星期三、10:00 到 20:30; 星期四、10:00 到 20:30; 星期五、10:00 到 20:30; 星期六、10:00 到 20:30; 星期日、休息; 星期一、10:00 到 20:30. 隱藏本週營業時間,, 02 2762 6185,,2022-11-22,18973,18973_喬品福州
18996,https://www.google.com.tw/maps/place/%E7%94%B0%E5%9C%93%E6%B8%85%E7%B2%A5%E5%B0%8F%E8%8F%9C/data=!4m7!3m6!1s0x3442abed309a9f4b:0x8ff9f33c21e2038a!8m2!3d25.0523328!4d121.5652272!16s%2Fg%2F11rwm986h5!19sChIJS5-aMO2rQjQRigPiITzz-Y8?authuser=0&hl=zh-TW&rclk=1,田圓清粥小菜,4.9,小餐館 (Bistro),13.0,, 105台北市松山區南京東路五段251巷7號,Plus Code: 3H28+W3 松山區 台北市,1,1,0,1,,https://www.facebook.com/profile.php?id=100077886151213, 02 2748 0251,,2022-11-22,18996,18996_田圓清粥
19234,https://www.google.com.tw/maps/place/%E7%82%AD%E5%91%B7%E9%83%8E%E6%97%A9%E9%A4%90%E5%B1%8B/data=!4m7!3m6!1s0x3442abb19d5718d9:0x9bd003da7b5c522!8m2!3d25.0571244!4d121.5455872!16s%2Fg%2F11t2tgcr43!19sChIJ2RhXnbGrQjQRIsW1pz0AvQk?authuser=0&hl=zh-TW&rclk=1,炭呷郎早餐屋,4.7,吐司餐廳,25.0,, 105台北市松山區復興北路231巷17-2號,Plus Code: 3G4W+R6 松山區 台北市,1,1,0,1,星期二、06:00 到 14:00; 星期三、06:00 到 14:00; 星期四、06:00 到 14:00; 星期五、06:00 到 14:00; 星期六、休息; 星期日、休息; 星期一、06:00 到 14:00. 隱藏本週營業時間,, 02 2718 8865,,2022-11-22,19234,19234_炭呷郎早
19308,https://www.google.com.tw/maps/place/%E4%B8%80%E5%93%81%E5%A0%82%E6%B2%99%E6%8B%89%E5%A0%A1/data=!4m7!3m6!1s0x3442ab58289e3869:0x389a0dbb7850e09b!8m2!3d25.0578582!4d121.5607983!16s%2Fg%2F11lgrkrc09!19sChIJaTieKFirQjQRm-BQeLsNmjg?authuser=0&hl=zh-TW&rclk=1,一品堂沙拉堡,4.7,小餐館 (Bistro),23.0,, 105台北市松山區新中街4巷1號A鋪,Plus Code: 3H56+48 松山區 台北市,1,1,0,1,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,, 02 2769 2989,,2022-11-22,19308,19308_一品堂沙
19347,https://www.google.com.tw/maps/place/%E8%89%A6%E9%95%B7%E6%BC%A2%E5%A0%A1%E6%B0%B4%E7%85%AE%E9%A4%90/data=!4m7!3m6!1s0x3442ab94264f9a35:0xb068163dff9d1b39!8m2!3d25.05033!4d121.5662084!16s%2Fg%2F11c53q_p9w!19sChIJNZpPJpSrQjQRORud_z0WaLA?authuser=0&hl=zh-TW&rclk=1,艦長漢堡水煮餐,4.3,小餐館 (Bistro),167.0,$, 105台北市松山區南京東路五段250巷16號,Plus Code: 3H28+4F 松山區 台北市,1,1,0,1,星期二、12:00 到 13:30、18:00 到 20:30; 星期三、12:00 到 13:30、18:00 到 20:30; 星期四、12:00 到 13:30、18:00 到 20:30; 星期五、12:00 到 13:30、18:00 到 20:30; 星期六、休息; 星期日、休息; 星期一、12:00 到 13:30、18:00 到 20:30. 隱藏本週營業時間,https://www.facebook.com/captainburgers, 0978 031 918,,2022-11-22,19347,19347_艦長漢堡
19522,https://www.google.com.tw/maps/place/Good%E5%A5%BD%E5%A5%BD%E9%A3%9F%E5%85%89%EF%BC%9B%E8%B2%9D%E6%9E%9C%E7%AC%AC%E4%B8%80%E5%93%81%E7%89%8C/data=!4m7!3m6!1s0x3442ab1525c1cad3:0x93a811714e19b5d!8m2!3d25.0587802!4d121.5474001!16s%2Fg%2F11nx2xm0gt!19sChIJ08rBJRWrQjQRXZvhFBeBOgk?authuser=0&hl=zh-TW&rclk=1,Good好好食光；貝果第一品牌,4.8,麵包圈店,67.0,, 105台北市松山區民生東路三段127巷10號1樓,Plus Code: 3G5W+GX 松山區 台北市,1,0,1,1,,https://www.goodbagelxtea.com/pages?code=fAi949fJq8ncuC0Nw08j&, 02 2715 1276,,2022-11-22,19522,19522_Good
19534,https://www.google.com.tw/maps/place/%E8%BF%B7%E6%B8%AF%E5%AE%B6%E5%8F%89%E7%87%92%E8%88%96-%E6%B0%91%E7%94%9F%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442ab56eff18b97:0x1e8101df60b8c247!8m2!3d25.0580489!4d121.550422!16s%2Fg%2F11s2rnn23d!19sChIJl4vx71arQjQRR8K4YN8BgR4?authuser=0&hl=zh-TW&rclk=1,迷港家叉燒舖-民生門市,4.5,小餐館 (Bistro),157.0,, 10574台北市松山區民生東路四段55巷2號,Plus Code: 3H52+65 松山區 台北市,1,1,0,1,星期二、11:00 到 14:00、16:30 到 20:00; 星期三、11:00 到 14:00、16:30 到 20:00; 星期四、11:00 到 14:00、16:30 到 20:00; 星期五、11:00 到 14:00、16:30 到 20:00; 星期六、11:00 到 14:00、16:30 到 20:00; 星期日、11:00 到 14:00、16:30 到 20:00; 星期一、11:00 到 14:00、16:30 到 20:00. 隱藏本週營業時間,https://www.facebook.com/Migangjia/, 02 2718 4100,,2022-11-22,19534,19534_迷港家叉
19817,https://www.google.com.tw/maps/place/%E8%90%AC%E8%8F%AF%E9%B1%B8%E9%AD%9A%E6%B9%AF/data=!4m7!3m6!1s0x3442a9a8cb6e7f4b:0x39b4352854e549ce!8m2!3d25.036076!4d121.5010228!16s%2Fg%2F11cspmkgtx!19sChIJS39uy6ipQjQRzknlVCg1tDk?authuser=0&hl=zh-TW&rclk=1,萬華鱸魚湯,4.2,小餐館 (Bistro),120.0,, 108台北市萬華區三水街78號,Plus Code: 2GP2+CC 萬華區 台北市,1,1,0,1,星期二、08:30 到 18:30; 星期三、08:30 到 18:30; 星期四、08:30 到 18:30; 星期五、08:30 到 18:30; 星期六、08:30 到 18:30; 星期日、08:30 到 18:30; 星期一、休息. 隱藏本週營業時間,https://restaurant-44300.business.site/, 02 2302 5578,,2022-11-22,19817,19817_萬華鱸魚
20298,https://www.google.com.tw/maps/place/%E3%84%A7%E7%B4%9A%E6%8E%92%E9%AA%A8/data=!4m7!3m6!1s0x3442a909115e6473:0x56a870b9c9aefedd!8m2!3d25.043084!4d121.5069091!16s%2Fg%2F1tdvb8kx!19sChIJc2ReEQmpQjQR3f6uyblwqFY?authuser=0&hl=zh-TW&rclk=1,ㄧ級排骨,4.0,食堂與定食餐廳,1213.0,, 108台北市萬華區成都路27巷11號地下一樓,Plus Code: 2GV4+6Q 萬華區 台北市,1,1,0,1,星期二、12:00 到 21:00; 星期三、12:00 到 21:00; 星期四、12:00 到 21:00; 星期五、12:00 到 21:00; 星期六、12:00 到 21:00; 星期日、12:00 到 21:00; 星期一、12:00 到 21:00. 隱藏本週營業時間,https://www.facebook.com/pg/ichibanintaipei/about/?ref=page_internal, 02 2371 9739,,2022-11-22,20298,20298_ㄧ級排骨
20379,https://www.google.com.tw/maps/place/%E5%AE%B6%E5%91%B3%E5%B0%8F%E9%A3%9F%E9%A4%A8/data=!4m7!3m6!1s0x3442a9f61da4250f:0x7afd29b9e25561ae!8m2!3d25.0346417!4d121.5065621!16s%2Fg%2F11jjp6hjy_!19sChIJDyWkHfapQjQRrmFV4rkp_Xo?authuser=0&hl=zh-TW&rclk=1,家味小食館,4.6,小餐館 (Bistro),65.0,, 10066台北市中正區中華路二段75巷1弄25號一樓,Plus Code: 2GM4+VJ 中正區 台北市,1,1,0,0,星期二、11:00 到 13:30、17:00 到 19:30; 星期三、11:00 到 13:30、17:00 到 19:30; 星期四、11:00 到 13:30、17:00 到 19:30; 星期五、11:00 到 13:30、17:00 到 19:30; 星期六、休息; 星期日、休息; 星期一、11:00 到 13:30、17:00 到 19:30. 隱藏本週營業時間,, 02 2383 2159,,2022-11-22,20379,20379_家味小食
20417,https://www.google.com.tw/maps/place/THE+Kitchen+garden/data=!4m7!3m6!1s0x3442a909b1478965:0x3f1a34bfbef51c1f!8m2!3d25.0418731!4d121.5060657!16s%2Fg%2F11f4tl4_fw!19sChIJZYlHsQmpQjQRHxz1vr80Gj8?authuser=0&hl=zh-TW&rclk=1,THE Kitchen garden,4.1,小餐館 (Bistro),13.0,, 108台北市萬華區西寧南路183號2樓,Plus Code: 2GR4+PC 萬華區 台北市,1,1,0,0,星期二、16:00 到 01:00; 星期三、16:00 到 01:00; 星期四、16:00 到 01:00; 星期五、16:00 到 01:00; 星期六、16:00 到 01:00; 星期日、16:00 到 01:00; 星期一、16:00 到 01:00. 隱藏本週營業時間,https://order.ocard.co/thegarden/QpZJvK, 080 006 0838,,2022-11-22,20417,20417_THE 
20426,https://www.google.com.tw/maps/place/%E9%AE%AE%E4%BA%94%E4%B8%BC+%E8%A5%BF%E9%96%80%E5%BA%97/data=!4m7!3m6!1s0x3442a90858b5ae95:0x47062ded683f125b!8m2!3d25.0429668!4d121.5046956!16s%2Fg%2F12j320n7n!19sChIJla61WAipQjQRWxI_aO0tBkc?authuser=0&hl=zh-TW&rclk=1,鮮五丼 西門店,3.7,食堂與定食餐廳,723.0,$$, 108台北市萬華區成都路86號2樓,Plus Code: 2GV3+5V 萬華區 台北市,1,1,0,1,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,http://www.donmono.com.tw/index.aspx, 02 2389 1287,,2022-11-22,20426,20426_鮮五丼 
20479,https://www.google.com.tw/maps/place/%E9%A6%99Q%E7%9F%A5%E9%AB%98%E9%A3%AF/data=!4m7!3m6!1s0x3442a909cf0685cd:0xe78bb94e3b5e1107!8m2!3d25.040906!4d121.506163!16s%2Fg%2F11dxchjmvh!19sChIJzYUGzwmpQjQRBxFeO065i-c?authuser=0&hl=zh-TW&rclk=1,香Q知高飯,3.7,小餐館 (Bistro),195.0,, 108台北市萬華區西寧南路213號,Plus Code: 2GR4+9F 萬華區 台北市,1,1,0,0,星期二、11:00 到 22:00; 星期三、11:00 到 22:00; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、休息; 星期日、11:00 到 22:00; 星期一、11:00 到 22:00. 隱藏本週營業時間,, 02 2311 7360,,2022-11-22,20479,20479_香Q知高
20705,https://www.google.com.tw/maps/place/%E3%80%8C%E7%B2%A5%E6%BD%A4%E7%99%BC%E3%80%8D%E9%B9%B9%E9%85%A5%E9%9B%9E+%26+%E4%BE%BF%E7%95%B6/data=!4m7!3m6!1s0x3442a9b63a8a22c7:0xed586ce3aa69199a!8m2!3d25.0212785!4d121.4990746!16s%2Fg%2F11gl269svx!19sChIJxyKKOrapQjQRmhlpquNsWO0?authuser=0&hl=zh-TW&rclk=1,「粥潤發」鹹酥雞 & 便當,4.6,小餐館 (Bistro),32.0,, 108台北市萬華區萬大路423巷10弄2號,Plus Code: 2FCX+GJ 萬華區 台北市,1,1,0,0,星期二、15:00 到 23:00; 星期三、15:00 到 23:00; 星期四、15:00 到 23:00; 星期五、15:00 到 23:00; 星期六、休息; 星期日、休息; 星期一、15:00 到 23:00. 隱藏本週營業時間,, 02 2305 1157,,2022-11-22,20705,20705_「粥潤發
20752,https://www.google.com.tw/maps/place/%E7%B4%85%E7%8E%89%E5%A3%BD%E5%8F%B8/data=!4m7!3m6!1s0x3442a984be684c4b:0xccc7e3c3914bbdaa!8m2!3d25.0264838!4d121.4949527!16s%2Fg%2F11lktfs02y!19sChIJS0xovoSpQjQRqr1LkcPjx8w?authuser=0&hl=zh-TW&rclk=1,紅玉壽司,4.3,小餐館 (Bistro),22.0,, 108台北市萬華區東園街28巷25號,Plus Code: 2FGV+HX 萬華區 台北市,1,0,1,0,星期二、12:30 到 01:00; 星期三、12:30 到 01:00; 星期四、12:30 到 01:00; 星期五、12:30 到 01:00; 星期六、12:30 到 01:00; 星期日、12:30 到 01:00; 星期一、12:30 到 01:00. 隱藏本週營業時間,https://bistro-1737.business.site/?utm_source=gmb&utm_medium=referral, 02 2301 8764,,2022-11-22,20752,20752_紅玉壽司
20945,https://www.google.com.tw/maps/place/%E9%A4%B5%E4%BD%A0%E8%BC%95%E9%A3%9F%E7%AA%A9/data=!4m7!3m6!1s0x3442a9d423a1b175:0x8fa85d4fe7d5d102!8m2!3d25.026609!4d121.496041!16s%2Fg%2F11swps6vfb!19sChIJdbGhI9SpQjQRAtHV509dqI8?authuser=0&hl=zh-TW&rclk=1,餵你輕食窩,5.0,吐司餐廳,10.0,, 108台北市萬華區東園街44號,Plus Code: 2FGW+JC 萬華區 台北市,1,0,1,1,星期二、07:00 到 14:00; 星期三、07:00 到 14:00; 星期四、07:00 到 14:00; 星期五、07:00 到 16:00; 星期六、07:00 到 12:00; 星期日、休息; 星期一、07:00 到 14:00. 隱藏本週營業時間,https://www.instagram.com/winny_lightmeal, 0925 159 520,,2022-11-22,20945,20945_餵你輕食
21090,https://www.google.com.tw/maps/place/%E5%BA%B7%E7%88%90/data=!4m7!3m6!1s0x3442a99731063291:0x410de04832f868c7!8m2!3d25.0399731!4d121.4991973!16s%2Fg%2F11s33cpf9_!19sChIJkTIGMZepQjQRx2j4MkjgDUE?authuser=0&hl=zh-TW&rclk=1,康爐,4.6,小餐館 (Bistro),19.0,, 108台北市萬華區貴陽街二段230號之1,Plus Code: 2FQX+XM 萬華區 台北市,1,1,0,0,星期二、11:00 到 14:00、15:30 到 19:00; 星期三、11:00 到 14:00、15:30 到 19:00; 星期四、11:00 到 14:00、15:30 到 19:00; 星期五、11:00 到 14:00、15:30 到 19:00; 星期六、11:00 到 14:00、15:30 到 19:00; 星期日、11:00 到 14:00、15:30 到 19:00; 星期一、11:00 到 14:00、15:30 到 19:00. 隱藏本週營業時間,https://www.facebook.com/%E5%BA%B7%E7%88%90-109432738433937/, 02 2381 6171,,2022-11-22,21090,21090_康爐
21269,https://www.google.com.tw/maps/place/%E7%9F%B3%E5%B7%9D%E9%A3%9F%E9%8B%AA%E4%B8%80%E8%99%9F%E5%BA%97/data=!4m7!3m6!1s0x3442ab5837554db9:0x90ea357baaa85922!8m2!3d24.9950492!4d121.544519!16s%2Fg%2F11j8pmwbrk!19sChIJuU1VN1irQjQRIlmoqns16pA?authuser=0&hl=zh-TW&rclk=1,石川食鋪一號店,4.3,小餐館 (Bistro),506.0,$$, 116台北市文山區景華街64號,Plus Code: XGWV+2R 文山區 台北市,1,1,0,0,,https://lin.ee/4mVOM898H, 02 2930 8029,,2022-11-22,21269,21269_石川食鋪
